"SANITATION","Year","Population 
(thousands)","% urban","NATIONAL","","","","","","RURAL","","","","","","URBAN","","","","","","NATIONAL","","","","","","","","RURAL","","","","","","","","URBAN","","","","","","","",""
"REGION","","","","","","","","","","","","","","","","","","","","","","Proportion of population using improved 
sanitation facilities 
(excluding shared)","","","","","Proportion of population using improved 
sanitation facilities 
(including shared)","","","Proportion of population using improved 
sanitation facilities 
(excluding shared)","","","","","Proportion of population using improved 
sanitation facilities 
(including shared)","","","Proportion of population using improved 
sanitation facilities 
(excluding shared)","","","","","Proportion of population using improved 
sanitation facilities 
(including shared)","","",""
"","","","","At least basic","Limited (shared)","Unimproved","Open defecation","Annual rate of change in basic","Annual rate of change in open defecation","At least basic","Limited (shared)","Unimproved","Open defecation","Annual rate of change in basic","Annual rate of change in open defecation","At least basic","Limited (shared)","Unimproved","Open defecation","Annual rate of change in basic","Annual rate of change in open defecation","Safely managed","Disposed in situ","Emptied and treated","Wastewater treated","Annual rate of change in safely managed","Latrines and other","Septic tanks","Sewer connections","Safely managed","Disposed in situ","Emptied and treated","Wastewater treated","Annual rate of change in safely managed","Latrines and other","Septic tanks","Sewer connections","Safely managed","Disposed in situ","Emptied and treated","Wastewater treated","Annual rate of change in safely managed","Latrines and other","Septic tanks","Sewer connections","Sl"
"Least Developed Countries","2007","771684.96050835","28","27","12","33","28","0.78","-0.98","21","7","36","36","0.77","-1.07","42","24","27","8","0.50","-0.35","20","20","-","-","0.49","29","7","3","18","18","-","-","0.57","24","4","<1","25","25","-","-","0.21","40","16","9","281"
"Least Developed Countries","2008","789601.78546619","29","28","12","33","27","0.78","-0.98","22","8","36","35","0.77","-1.07","42","24","26","8","0.50","-0.35","20","20","-","-","0.49","29","8","3","18","18","-","-","0.57","25","4","<1","25","25","-","-","0.21","40","17","9","282"
"Least Developed Countries","2009","807950.11063957","29","29","13","33","26","0.78","-0.98","23","8","36","34","0.77","-1.07","43","24","25","7","0.50","-0.35","21","21","-","-","0.49","30","8","3","19","19","-","-","0.57","26","4","<1","25","25","-","-","0.21","40","18","9","283"
"Least Developed Countries","2010","826870.25677109","30","29","13","33","25","0.78","-0.98","24","8","36","32","0.77","-1.07","43","25","25","7","0.50","-0.35","21","21","-","-","0.49","30","9","3","20","20","-","-","0.57","26","5","<1","25","25","-","-","0.21","40","18","10","284"
"Least Developed Countries","2011","856228.78836918","30","30","13","32","24","0.78","-0.98","24","8","36","32","0.77","-1.07","44","25","24","7","0.50","-0.35","22","22","-","-","0.49","31","9","3","20","20","-","-","0.57","26","5","<1","25","25","-","-","0.21","40","19","10","285"
"Least Developed Countries","2012","876617.73528004","30","31","14","32","23","0.78","-0.98","25","8","36","31","0.77","-1.07","44","26","24","6","0.50","-0.35","22","22","-","-","0.49","31","10","3","21","21","-","-","0.57","27","6","<1","25","25","-","-","0.21","40","20","10","286"
"Least Developed Countries","2013","897536.79918766","31","32","14","32","22","0.78","-0.98","26","9","36","30","0.77","-1.07","45","26","23","6","0.50","-0.35","23","23","-","-","0.49","31","11","4","21","21","-","<1","0.57","28","6","<1","26","26","-","-","0.21","40","21","10","287"
"Least Developed Countries","2014","918959.07400513","31","32","14","32","21","0.78","-0.98","26","9","36","28","0.77","-1.07","45","26","23","5","0.50","-0.35","23","23","-","-","0.49","32","11","4","22","22","-","<1","0.57","28","6","<1","26","26","-","-","0.21","40","21","10","288"
"Least Developed Countries","2015","940860.17819309","32","33","15","32","20","0.78","-0.98","27","9","37","27","0.77","-1.07","46","27","22","5","0.50","-0.35","24","24","-","-","0.49","32","12","4","23","22","-","<1","0.57","29","7","<1","26","26","-","-","0.21","40","22","10","289"
"Least Developed Countries","2016","963241.39806938","33","34","15","32","19","0.78","-0.98","28","9","37","26","0.77","-1.07","46","27","22","5","0.50","-0.35","24","24","-","-","0.49","33","12","4","23","23","-","<1","0.57","29","7","<1","26","26","-","-","0.21","40","23","10","290"
"Least Developed Countries","2017","986099.9081974","33","35","15","32","18","0.78","-0.98","29","9","37","25","0.77","-1.07","47","28","21","4","0.50","-0.35","25","25","-","-","0.49","33","13","4","24","24","-","-","0.57","30","7","<1","27","27","-","-","0.21","40","24","10","291"
"Least Developed Countries","2018","1009398.580966","34","36","16","32","17","0.78","-0.98","30","9","37","24","0.77","-1.07","48","28","21","4","0.50","-0.35","25","25","-","-","0.49","34","13","4","24","24","-","-","0.57","30","8","<1","27","27","-","-","0.21","41","24","11","292"
"Least Developed Countries","2019","1033088.9892893","34","36","16","31","16","0.78","-0.98","30","9","37","23","0.77","-1.07","48","28","20","4","0.50","-0.35","25","25","-","-","0.49","34","14","4","25","25","-","-","0.57","31","8","<1","27","27","-","-","0.21","41","25","11","293"
"Least Developed Countries","2020","1057131.0293045","35","37","16","31","16","0.78","-0.98","31","9","38","22","0.77","-1.07","48","29","20","4","0.50","-0.35","26","26","-","-","0.49","35","14","4","25","25","-","-","0.57","31","8","<1","27","27","-","-","0.21","41","25","11","294"
"Landlocked Developing Countries","2000","327747.64117432","27","34","7","23","37","0.48","-1.05","24","3","25","48","0.55","-1.30","60","17","17","7","0.08","-0.23","24","20","-","5","0.33","28","3","10","20","19","-","<1","0.42","24","2","1","37","21","-","16","0.01","37","7","33","295"
"Landlocked Developing Countries","2001","335182.56970215","27","34","7","23","36","0.48","-1.05","24","3","25","47","0.55","-1.30","60","17","17","6","0.08","-0.23","25","20","-","5","0.33","28","3","10","20","20","-","<1","0.42","25","2","1","37","21","-","16","0.01","37","7","33","296"
"Landlocked Developing Countries","2002","342882.61346436","28","35","7","23","35","0.48","-1.05","25","4","26","45","0.55","-1.30","60","17","16","6","0.08","-0.23","25","20","-","5","0.33","29","3","10","21","20","-","<1","0.42","25","2","1","37","21","-","16","0.01","38","8","32","297"
"Landlocked Developing Countries","2003","350812.39068604","28","35","8","24","34","0.48","-1.05","26","4","26","44","0.55","-1.30","60","18","16","6","0.08","-0.23","25","21","-","5","0.33","29","4","10","21","20","-","<1","0.42","26","2","1","37","21","-","16","0.01","38","8","32","298"
"Landlocked Developing Countries","2004","358913.48626709","28","36","8","24","32","0.48","-1.05","26","4","27","43","0.55","-1.30","60","18","16","6","0.08","-0.23","26","21","-","5","0.33","30","4","10","21","21","-","<1","0.42","27","2","1","37","21","-","16","0.01","38","8","32","299"
"Landlocked Developing Countries","2005","367148.92724609","28","36","8","24","31","0.48","-1.05","27","4","28","41","0.55","-1.30","60","18","16","6","0.08","-0.23","26","21","-","5","0.33","30","4","10","22","21","-","<1","0.42","27","3","1","37","22","-","16","0.01","39","8","31","300"
"Landlocked Developing Countries","2006","375509.23504639","28","37","8","25","30","0.48","-1.05","27","4","28","40","0.55","-1.30","60","18","16","5","0.08","-0.23","26","22","-","5","0.33","31","4","10","22","22","-","<1","0.42","28","3","1","37","22","-","15","0.01","39","9","31","301"
"Landlocked Developing Countries","2007","384027.35406494","28","37","9","25","29","0.48","-1.05","28","5","29","39","0.55","-1.30","60","19","16","5","0.08","-0.23","27","22","-","5","0.33","32","5","10","23","22","-","<1","0.42","29","3","1","37","22","-","15","0.01","39","9","31","302"
"Landlocked Developing Countries","2008","392759.67340088","29","38","9","25","28","0.48","-1.05","29","5","29","37","0.55","-1.30","61","19","16","5","0.08","-0.23","27","22","-","5","0.33","32","5","10","23","23","-","<1","0.42","29","3","1","37","22","-","15","0.01","40","9","31","303"
"Landlocked Developing Countries","2009","401782.98742676","29","38","9","26","27","0.48","-1.05","29","5","30","36","0.55","-1.30","61","19","15","5","0.08","-0.23","28","23","-","5","0.33","33","5","10","24","23","-","<1","0.42","30","3","1","37","22","-","15","0.01","40","10","30","304"
"Landlocked Developing Countries","2010","411152.99920654","29","39","9","26","26","0.48","-1.05","30","5","30","35","0.55","-1.30","61","19","15","4","0.08","-0.23","28","23","-","5","0.33","33","5","10","24","24","-","<1","0.42","30","4","1","37","22","-","15","0.01","40","10","30","305"
"Landlocked Developing Countries","2011","430709.33972168","29","39","9","26","26","0.48","-1.05","30","5","31","34","0.55","-1.30","61","20","15","5","0.08","-0.23","28","23","-","5","0.33","33","6","9","24","24","-","<1","0.42","30","4","1","37","22","-","15","0.01","40","10","30","306"
"Landlocked Developing Countries","2012","441057.03424072","29","39","10","26","25","0.48","-1.05","30","5","31","33","0.55","-1.30","61","20","15","4","0.08","-0.23","28","24","-","5","0.33","34","6","9","25","24","-","<1","0.42","31","4","1","37","22","-","15","0.01","41","10","29","307"
"Landlocked Developing Countries","2013","451698.91577148","30","40","10","27","23","0.48","-1.05","31","6","32","32","0.55","-1.30","61","20","15","4","0.08","-0.23","29","24","-","5","0.33","34","6","9","25","25","-","<1","0.42","32","4","1","37","22","-","15","0.01","41","11","29","308"
"Landlocked Developing Countries","2014","462623.55444336","30","40","10","27","22","0.48","-1.05","32","6","32","30","0.55","-1.30","61","20","15","4","0.08","-0.23","29","24","-","5","0.33","35","6","9","25","25","-","<1","0.42","32","4","1","37","22","-","15","0.01","41","11","29","309"
"Landlocked Developing Countries","2015","473816.85412598","30","41","10","28","21","0.48","-1.05","32","6","33","29","0.55","-1.30","61","21","15","3","0.08","-0.23","29","25","-","5","0.33","36","6","9","26","26","-","<1","0.42","33","4","1","37","22","-","15","0.01","42","11","29","310"
"Landlocked Developing Countries","2016","485276.85772705","30","41","11","28","20","0.48","-1.05","33","6","34","27","0.55","-1.30","61","21","15","3","0.08","-0.23","30","25","-","5","0.33","36","7","9","26","26","-","<1","0.42","34","4","1","37","23","-","15","0.01","42","12","28","311"
"Landlocked Developing Countries","2017","496988.24987793","30","42","11","28","19","0.48","-1.05","33","6","34","26","0.55","-1.30","61","21","15","3","0.08","-0.23","30","25","-","5","0.33","37","7","9","27","26","-","<1","0.42","34","4","1","37","23","-","15","0.01","42","12","28","312"
"Landlocked Developing Countries","2018","508906.02990723","31","42","11","29","18","0.48","-1.05","34","6","35","25","0.55","-1.30","62","21","15","2","0.08","-0.23","30","26","-","5","0.33","37","7","9","27","27","-","<1","0.42","35","5","1","37","23","-","14","0.01","43","12","28","313"
"Landlocked Developing Countries","2019","520972.68896484","31","43","11","29","17","0.48","-1.05","35","7","36","23","0.55","-1.30","62","22","15","2","0.08","-0.23","31","26","-","5","0.33","38","7","9","28","27","-","<1","0.42","35","5","1","37","23","-","14","0.01","43","13","28","314"
"Landlocked Developing Countries","2020","533143.39898682","31","43","11","30","16","0.48","-1.05","35","7","37","22","0.55","-1.30","62","22","14","2","0.08","-0.23","31","26","-","5","0.33","38","8","9","28","28","-","<1","0.42","35","5","1","37","23","-","14","0.01","43","13","27","315"
"Small Island Developing States","2000","55106.094065189","57","65","8","16","10","0.12","-0.15","43","7","29","21","0.05","-0.24","82","9","7","2","0.02","-0.01","-","-","-","15","-","24","19","30","-","-","-","1","-","32","14","5","41","16","-","25","-","19","23","49","316"
"Small Island Developing States","2001","55738.948901772","57","66","8","16","10","0.12","-0.15","44","7","29","21","0.05","-0.24","82","9","7","2","0.02","-0.01","-","-","-","15","-","25","19","30","-","-","-","1","-","32","14","5","41","16","-","25","-","19","23","49","317"
"Small Island Developing States","2002","57260.30346334","57","65","8","16","10","0.12","-0.15","43","7","28","21","0.05","-0.24","82","9","7","2","0.02","-0.01","-","-","-","14","-","25","20","29","-","-","-","1","-","32","14","5","41","16","-","24","-","19","24","48","318"
"Small Island Developing States","2003","57872.574125171","57","65","8","16","10","0.12","-0.15","44","7","29","21","0.05","-0.24","82","9","7","2","0.02","-0.01","-","-","-","14","-","25","20","29","-","-","-","1","-","32","14","5","41","17","-","24","-","19","24","47","319"
"Small Island Developing States","2004","58506.750543356","57","65","9","16","10","0.12","-0.15","44","7","29","20","0.05","-0.24","82","10","6","2","0.02","-0.01","-","-","-","14","-","25","20","29","-","-","-","1","-","32","15","5","41","17","-","24","-","19","25","47","320"
"Small Island Developing States","2005","59183.186475992","58","66","9","16","10","0.12","-0.15","44","7","29","20","0.05","-0.24","82","10","6","2","0.02","-0.01","-","-","-","14","-","24","21","29","-","-","-","1","-","32","15","5","41","17","-","24","-","19","25","47","321"
"Small Island Developing States","2006","59909.923492193","58","66","9","16","10","0.12","-0.15","44","7","29","19","0.05","-0.24","82","10","6","2","0.02","-0.01","-","-","-","15","-","24","21","29","-","-","-","1","-","31","15","5","24","-","-","24","-","19","25","47","322"
"Small Island Developing States","2007","60677.810403943","58","66","9","16","9","0.12","-0.15","45","7","29","19","0.05","-0.24","82","10","6","2","0.02","-0.01","-","-","-","15","-","24","22","30","-","-","-","1","-","31","16","5","24","-","-","24","-","19","26","47","323"
"Small Island Developing States","2008","61469.9231745","59","67","9","16","9","0.12","-0.15","45","7","29","19","0.05","-0.24","82","10","6","2","0.02","-0.01","-","-","-","15","-","24","22","30","-","-","-","2","-","31","16","5","25","-","-","25","-","18","26","47","324"
"Small Island Developing States","2009","62260.715965509","59","67","9","16","9","0.12","-0.15","45","7","29","18","0.05","-0.24","82","10","6","2","0.02","-0.01","-","-","-","15","-","23","22","30","-","-","-","2","-","31","16","5","25","-","-","25","-","18","26","47","325"
"Small Island Developing States","2010","63030.941877127","59","67","9","15","9","0.12","-0.15","45","7","29","18","0.05","-0.24","82","10","6","2","0.02","-0.01","-","-","-","16","-","23","23","30","-","-","-","2","-","31","17","5","25","-","-","25","-","18","27","47","326"
"Small Island Developing States","2011","63777.734882355","60","67","9","15","8","0.12","-0.15","46","7","30","18","0.05","-0.24","82","10","6","2","0.02","-0.01","-","-","-","16","-","23","23","30","-","-","-","2","-","30","17","5","25","-","-","25","-","18","27","47","327"
"Small Island Developing States","2012","64504.585243702","60","68","9","15","8","0.12","-0.15","46","7","30","17","0.05","-0.24","82","10","6","2","0.02","-0.01","-","-","-","16","-","23","23","31","-","-","-","2","-","30","17","6","25","-","-","25","-","18","27","47","328"
"Small Island Developing States","2013","65206.704165459","60","68","9","15","8","0.12","-0.15","46","7","30","17","0.05","-0.24","83","10","6","2","0.02","-0.01","-","-","-","16","-","22","24","31","-","-","-","2","-","30","18","6","25","-","-","25","-","17","28","47","329"
"Small Island Developing States","2014","65880.009481549","60","68","9","15","8","0.12","-0.15","46","7","30","17","0.05","-0.24","83","10","5","2","0.02","-0.01","-","-","-","16","-","22","24","31","-","-","-","2","-","30","18","6","25","-","-","25","-","17","28","47","330"
"Small Island Developing States","2015","66522.539109111","61","68","9","15","8","0.12","-0.15","47","7","30","16","0.05","-0.24","83","10","5","2","0.02","-0.01","-","-","-","16","-","22","25","31","-","-","-","2","-","30","18","6","25","-","-","25","-","17","29","47","331"
"Small Island Developing States","2016","67129.347726226","61","69","9","15","8","0.12","-0.15","47","7","30","16","0.05","-0.24","83","10","5","2","0.02","-0.01","-","-","-","16","-","22","25","31","-","-","-","2","-","29","19","6","25","-","-","25","-","17","29","46","332"
"Small Island Developing States","2017","67703.320490837","61","69","9","15","7","0.12","-0.15","47","7","30","16","0.05","-0.24","83","10","5","2","0.02","-0.01","-","-","-","16","-","22","25","31","-","-","-","2","-","29","19","6","-","-","-","25","-","17","30","46","333"
"Small Island Developing States","2018","68260.895502448","61","68","9","15","8","0.12","-0.15","45","8","32","16","0.05","-0.24","83","10","5","2","0.02","-0.01","-","-","-","16","-","21","25","31","-","-","-","2","-","28","18","6","-","-","-","25","-","17","30","46","334"
"Small Island Developing States","2019","68824.536523461","61","68","9","15","8","0.12","-0.15","45","8","31","16","0.05","-0.24","83","10","5","2","0.02","-0.01","-","-","-","16","-","21","26","30","-","-","-","2","-","28","18","7","-","-","-","25","-","17","31","46","335"
"Small Island Developing States","2020","69410.089661121","61","68","9","15","8","0.12","-0.15","44","7","32","16","0.05","-0.24","83","10","5","2","0.02","-0.01","-","-","-","16","-","21","26","30","-","-","-","2","-","27","18","7","-","-","-","25","-","17","31","45","336"
"World","2000","6135796.4098182","47","56","6","17","21","1.13","-0.76","35","4","25","36","1.55","-1.14","79","8","8","5","0.43","-0.19","29","9","-","19","1.27","16","13","33","15","9","-","5","1.48","21","10","7","45","9","-","36","0.84","10","16","62","337"
"World","2001","6214664.4196966","47","57","6","17","21","1.13","-0.76","36","4","25","35","1.55","-1.14","79","8","8","5","0.43","-0.19","29","10","-","20","1.27","16","13","33","15","10","-","5","1.48","22","11","7","45","9","-","36","0.84","10","16","62","338"
"World","2002","6294471.4602929","48","58","6","16","20","1.13","-0.76","38","4","24","34","1.55","-1.14","80","8","8","4","0.43","-0.19","30","10","-","20","1.27","16","14","33","16","11","-","5","1.48","21","13","8","45","9","-","36","0.84","10","16","62","339"
"World","2003","6373635.3101485","48","59","6","16","19","1.13","-0.76","39","4","23","33","1.55","-1.14","80","8","8","4","0.43","-0.19","31","11","-","20","1.27","16","15","34","17","12","-","6","1.48","22","13","8","46","9","-","36","0.84","10","16","62","340"
"World","2004","6453330.9547177","49","60","6","15","19","1.13","-0.76","41","5","23","32","1.55","-1.14","80","8","7","4","0.43","-0.19","32","11","-","21","1.27","17","15","35","19","13","-","6","1.48","23","14","9","46","10","-","37","0.84","11","16","62","341"
"World","2005","6533754.6086529","49","61","6","15","18","1.13","-0.76","42","5","22","31","1.55","-1.14","81","8","7","4","0.43","-0.19","33","12","-","21","1.27","17","15","35","20","14","-","6","1.48","23","15","9","47","10","-","37","0.84","11","16","62","342"
"World","2006","6615610.5068919","50","62","7","14","17","1.13","-0.76","44","5","21","30","1.55","-1.14","81","8","7","4","0.43","-0.19","35","12","-","22","1.27","17","16","36","21","15","-","6","1.48","24","15","10","48","10","-","38","0.84","11","17","62","343"
"World","2007","6697631.535942","50","64","7","14","16","1.13","-0.76","45","5","20","29","1.55","-1.14","82","8","7","3","0.43","-0.19","36","13","-","23","1.27","17","16","36","23","16","-","7","1.48","24","16","10","49","10","-","39","0.84","11","17","62","344"
"World","2008","6780351.7000296","51","65","7","13","15","1.13","-0.76","47","5","20","28","1.55","-1.14","82","8","6","3","0.43","-0.19","37","14","-","24","1.27","18","17","37","24","17","-","7","1.48","25","17","11","50","10","-","40","0.84","11","17","63","345"
"World","2009","6863624.6690342","51","66","7","13","15","1.13","-0.76","48","6","19","27","1.55","-1.14","83","8","6","3","0.43","-0.19","39","14","-","24","1.27","18","17","38","26","18","-","7","1.48","26","17","11","51","10","-","40","0.84","11","17","63","346"
"World","2010","6947315.1259327","52","67","7","12","14","1.13","-0.76","50","6","19","26","1.55","-1.14","83","8","6","3","0.43","-0.19","40","15","-","25","1.27","18","18","38","28","20","-","8","1.48","26","18","12","52","10","-","41","0.84","11","18","63","347"
"World","2011","7041194.258116","52","68","7","12","13","1.13","-0.76","52","6","18","24","1.55","-1.14","83","8","6","3","0.43","-0.19","41","15","-","26","1.27","18","18","39","29","21","-","8","1.48","27","19","12","53","10","-","42","0.84","11","18","63","348"
"World","2012","7125827.9235984","53","69","7","11","12","1.13","-0.76","53","6","17","23","1.55","-1.14","84","8","6","3","0.43","-0.19","43","16","-","27","1.27","19","19","39","31","22","-","9","1.48","28","19","12","54","11","-","43","0.84","11","18","63","349"
"World","2013","7210582.0976663","53","71","7","11","12","1.13","-0.76","55","6","17","22","1.55","-1.14","84","8","5","2","0.43","-0.19","44","16","-","28","1.27","19","19","40","32","23","-","9","1.48","28","20","13","55","11","-","44","0.84","11","18","63","350"
"World","2014","7295290.8588286","53","72","7","10","11","1.13","-0.76","57","6","16","21","1.55","-1.14","85","8","5","2","0.43","-0.19","46","17","-","29","1.27","19","20","40","34","24","-","10","1.48","29","21","13","56","11","-","45","0.84","11","19","64","351"
"World","2015","7379796.9657933","54","73","7","10","10","1.13","-0.76","58","6","16","19","1.55","-1.14","85","8","5","2","0.43","-0.19","47","18","-","30","1.27","19","20","41","36","25","-","10","1.48","30","21","14","57","11","-","46","0.84","11","19","64","352"
"World","2016","7464022.0488853","54","74","7","9","9","1.13","-0.76","60","7","15","18","1.55","-1.14","86","8","4","2","0.43","-0.19","49","18","-","30","1.27","20","20","41","38","27","-","11","1.48","31","22","14","58","11","-","47","0.84","11","19","64","353"
"World","2017","7547858.7875593","55","75","7","9","9","1.13","-0.76","62","7","15","17","1.55","-1.14","86","8","4","1","0.43","-0.19","50","19","-","31","1.27","20","21","41","39","28","-","11","1.48","31","22","14","59","11","-","48","0.84","11","20","64","354"
"World","2018","7631091.0680085","55","76","7","9","8","1.13","-0.76","63","7","14","16","1.55","-1.14","87","8","4","1","0.43","-0.19","52","19","-","32","1.27","20","21","42","41","29","-","12","1.48","32","23","15","60","11","-","49","0.84","11","20","64","355"
"World","2019","7713468.2519469","56","77","7","8","7","1.13","-0.76","65","7","14","15","1.55","-1.14","87","8","4","1","0.43","-0.19","53","20","-","33","1.27","21","22","42","43","30","-","13","1.48","33","23","15","61","12","-","50","0.84","11","20","64","356"
"World","2020","7794798.7077154","56","78","7","8","6","1.13","-0.76","66","7","14","13","1.55","-1.14","88","8","3","<1","0.43","-0.19","54","20","-","34","1.27","21","22","43","44","31","-","13","1.48","34","24","15","62","12","-","50","0.84","11","20","64","357"
